原 id,id,type,question,option_1,option_2,option_3,answer,media_file,解析
604,m_txt_508,choice_text,機車行駛至交通號誌路口欲左轉彎時，若需須進行兩段式左轉，應如何操作？,應先駛入右前方待轉區等待號誌,應在停止線後等待號誌並直接左轉,應直接依車道行進方向行駛,1,,機車兩段式左轉，應先駛入路口右前方的待轉區，等待其行向號誌變換
605,m_txt_509,choice_text,機車行駛道路時，若遇內側車道為「禁行機車」路段，欲左轉彎時應依何種方式左轉？,直接左轉,兩段式左轉,任意選擇轉彎方式,2,,當內側車道為「禁行機車」路段時，機車左轉應採取兩段式左轉
606,m_txt_510,choice_text,機車行駛至不須兩段式左轉之交岔路口，左轉彎時應依規定使用方向燈，以下敘述何者正確？,應距交岔路口 30 公尺前顯示方向燈，換入內側車道或左轉車道,機車轉彎時，不需顯示方向燈,機車轉彎只要看見路口淨空就可變更方向,1,,機車左轉彎時，應在距離交岔路口 30 公尺前顯示方向燈，並換入內側或左轉車道
607,m_txt_511,choice_text,騎乘機車時，看見前方路邊有球滾動出來，應,減速注意路況，做好隨時煞停之準備，因預期將有小朋友會衝出來撿球,臨時閃避，快速通過,鳴按喇叭，騎至對向車道,1,,看到球滾出路邊應減速並提高警覺，預防孩童衝出，做好隨時煞停的準備
608,m_txt_512,choice_text,騎乘機車經過煙塵路段時，應該如何駕駛？,緊跟在大型車後方，其尾燈有助看清路況,減速慢行，開亮頭燈，與前車保持更長之行車安全距離,加速通過,2,,經過煙塵路段時，應減速慢行，開啟頭燈，並與前車保持更長的安全距離
609,m_txt_513,choice_text,夜間騎車，駕駛人不易發現的目標是,移動中的行人,站立的人物,移動中的車輛,2,,夜間騎車時，站立不動的人物因缺少光線與動態，更容易被駕駛人忽略而不易發現
610,m_txt_514,choice_text,騎車時應注意,路旁的商家,前方的號誌、標誌指示及前車的行車動向,以上皆是,2,,騎車時，最重要的是專注前方路況，注意號誌、標誌指示及前車的行車動向
611,m_txt_515,choice_text,騎車時應,正視前方並注意左右來車,左顧右盼且可以吃喝食物,與後座乘客嬉鬧,1,,騎車應正視前方路況，同時注意左右來車，保持警覺，確保行車安全
612,m_txt_516,choice_text,大型車輛通過時猶如唧筒吸走空氣，隨後會產生強力之吸力，故與大型車輛併行或會車時應,握穩把手,身體放鬆,無所謂,1,,大型車輛通過可能產生強力吸力，與之併行或會車時應握穩把手，保持車身穩定
613,m_txt_517,choice_text,在狹路與他車交會時應：,搶先前進使對方讓路,預先估計有足夠位置，儘量靠邊停讓他車先行,大鳴喇叭，警告對方避讓,2,,狹路會車應禮讓，預先估計位置並盡量靠邊停，讓他車先行通過，避免危險
614,m_txt_518,choice_text,因所駕駛之機車車速較慢，聞後方按喇叭請求讓路時應：,立即停車，讓其超越,仍依原行駛路線行車，不予理會,略靠右側行車，並亮方向燈號或手勢表示允讓,3,,機車車速較慢時，聽到後方按喇叭應略靠右側行車，並顯示方向燈或手勢表示允讓
615,m_txt_519,choice_text,在深夜郊外道路上，空曠無車無人的情況下：,可以用高速練習開快車,仍應按規定速限內行駛,可以隨便開車,2,,即使在空曠無車的深夜郊外道路，仍應按規定速限內行駛，不可隨意超速
616,m_txt_520,choice_text,車輛行駛速度愈高，所產生的衝擊力：,愈小,愈大,不變,2,,車輛行駛速度越高，發生事故時產生的衝擊力道會越大，造成更嚴重的傷害
617,m_txt_521,choice_text,機車附載坐人,可以側坐,為求安全不得側坐,無規定,2,,為確保行車安全及穩定，機車附載坐人時，後座乘客不得側坐
618,m_txt_522,choice_text,後車超越前車時，應該,由前車右側超車,由前車左側超越,任意超越,2,,後車超越前車時，應依照道路交通安全規則，從前車的左側進行超越
619,m_txt_523,choice_text,機車在已劃分快慢車道之雙向道路行駛，而無標誌、標線規定者，應於,最內側車道行駛,在最外側快車道及慢車道行駛,無規定,2,,在已劃分快慢車道的雙向道路，機車應行駛於最外側快車道及慢車道
620,m_txt_524,choice_text,機車行車速度，依速限標誌或標線之規定，無速限標誌或標線者，在未劃設車道線或行車分向線之道路，行車速度每小時,不得超過 20 公里,不得超過 30 公里,不得超過 40 公里,2,,在未劃設車道線或行車分向線的道路，機車行車速度每小時不得超過 30 公里
621,m_txt_525,choice_text,機車行車速度，依速限標誌或標線之規定，無速限標誌或標線者，行車時速不得超過,50 公里,40 公里,30 公里,1,,一般道路若無速限標誌或標線，機車行車時速依法不得超過 50 公里
622,m_txt_526,choice_text,機車同一方向行駛時，後車與前車,應保持隨時可以煞停之距離,不需保持距離,應平行前進,1,,機車行駛時，與前車應保持足夠距離，以便在任何時候都能安全煞停，避免追撞
623,m_txt_527,choice_text,機車在未劃分快慢車道之單行道行駛，應在,最左、右車道行駛,只能在最右車道行駛,任何車道均可行駛,1,,在未劃分快慢車道的單行道，機車應在最左、右車道行駛，不阻礙中央車流
624,m_txt_528,choice_text,機車在道路行駛,不受交通標誌之限制,應遵守道路交通標誌、標線、號誌之指示,標誌等與機車無關，不必理會,2,,所有機車駕駛人必須遵守道路上的交通標誌、標線、號誌指示
625,m_txt_529,choice_text,機車行車速度，依標誌之規定行駛，無速限標誌或標線者，在設有快慢車道分隔線之慢車道上行駛，時速不得超過,40 公里,50 公里,60 公里,1,,在設有快慢車道分隔線的慢車道上，機車行車時速不得超過 40 公里
626,m_txt_530,choice_text,按鳴喇叭的時間，每次,不得超過二秒鐘,不得超過一秒鐘,不得超過半秒鐘,3,,按鳴喇叭應適度，每次按鳴時間不得超過半秒鐘，以免造成噪音干擾
627,m_txt_531,choice_text,無標誌或標線指示，機車在未劃分快慢車道之道路，應行駛,內側車道,最外側 2 車道,內側車道中央,2,,在無標誌或標線指示且未劃分快慢車道的道路，機車應行駛於最外側 2 個車道
628,m_txt_532,choice_text,行車時兩車交會，其相互間隔不得少於,半公尺,1 公尺,2 公尺,1,,行車時兩車交會，其左右相互間隔為確保安全，不得少於半公尺
629,m_txt_533,choice_text,駕車行經彎道、陡坡、狹橋、隧道、交岔路口標誌之路段或鐵路平交道、道路施工地段時，,不得超車,可以超車,無規定,1,,行經彎道、陡坡、狹橋、隧道、路口、平交道及施工地段等處，依法不得超車
630,m_txt_534,choice_text,關於行車間距的控制，下列何者不正確？,行車時兩車交會，其左右相互間隔不得少於半公尺,經過路邊臨停的車輛，應保持 1 公尺(約 1 個車門)以上安全間隔,以能通過為原則，不必考慮行車間隔,3,,行車間距的控制應以安全為首要考量，不能僅以能通過為原則，需保持足夠間隔
631,m_txt_535,choice_text,機車在同一車道行駛時，與前車之間應保持,隨時可以煞停之距離,5 公尺距離,10 公尺距離,1,,機車在同一車道行駛時，應與前車保持可隨時安全煞停的距離
632,m_txt_536,choice_text,在同向二車道行車時，如遇汽車或機車行駛於與你同一車道的前方，你應,鳴按喇叭促其駛至慢車道,直接併行超越之,跟隨其後不得隨意超車,3,,在同向單一車道遇前方有車，應跟隨其後，不得隨意超車或併行，以策安全
633,m_txt_537,choice_text,由同向二車道進入一車道，應讓直行車道之車輛先行，無直行車道者，,內車道之車輛先行,外車道之車輛先行,搶快者先行,1,,同向二車道縮減為一車道時，若無直行車道，應讓內車道之車輛先行
634,m_txt_538,choice_text,機車與汽車或其他機車會車時，相互之間隔，不得少於,2 公尺,1 公尺,半公尺,3,,機車與汽車或其他機車會車時，彼此之間的間隔，不得少於半公尺
635,m_txt_539,choice_text,機車行駛之車道，應依標誌或標線之規定行駛；無標誌或標線者，,得在人行道行駛,不得在人行道行駛,無規定,2,,機車行駛之車道應依規定，無論是否有標誌標線，均不得在人行道行駛
636,m_txt_540,choice_text,駕駛人行車速度，低於規定之最低時速，經當場舉發者,罰鍰並記違規點數 1 點,吊扣駕照 1 個月,無規定,1,,行車速度低於規定之最低時速，妨礙交通順暢，將被罰鍰並記違規點數 1 點
637,m_txt_541,choice_text,駕駛人行經設有彎道、坡路、狹路、狹橋或隧道標誌之路段或道路施工路段，不減速慢行者,罰鍰,記違規點數 1 點,吊扣駕照 1 個月,1,,行經彎道、陡坡、狹路、狹橋、隧道或道路施工路段，不減速慢行者，處以罰鍰
638,m_txt_542,choice_text,駕駛人行經設有學校、醫院標誌之路段，不減速慢行，經逕行舉發者,罰鍰,記違規點數 1 點,吊扣駕照 1 個月,1,,行經設有學校、醫院標誌之路段，未減速慢行，經逕行舉發者將處以罰鍰
639,m_txt_543,choice_text,機車不在規定車道行駛，經當場舉發者,吊扣駕照 1 個月,罰鍰並記違規點數 1 點,施以道路交通安全講習,2,,機車未依規定車道行駛，經當場舉發者，將被處罰鍰並記違規點數 1 點
640,m_txt_544,choice_text,下列何項設施設置之目的在於提供車輛駕駛人及行人有關道路路況之警告、禁制、指示等資訊，以便利行旅及促進交通安全？,標誌、標線,號誌,以上皆是,3,,標誌、標線和號誌的設置目的，是提供警告、禁制、指示資訊，以利行旅並促進交通安全
641,m_txt_545,choice_text,機車行駛之車道，無標誌或標線者，在未劃分快慢車道之道路，應在最外側 2 車道行駛，單行道應在,最左側車道行駛,最右側車道行駛,以上均可,3,,單行道在未劃分快慢車道且無標誌標線時，機車可行駛於最左側或最右側車道
642,m_txt_546,choice_text,機車行駛之車道，應依標誌或標線之規定行駛，無標誌或標線者，由同向 2 車道進入 1 車道，應讓直行車道之車輛先行，無直行車道者，,外車道之車輛應讓內車道之車輛先行,內車道之車輛應讓外車道之車輛先行,以上均可,1,,由同向 2 車道進入 1 車道，若無直行車道，外車道之車輛應禮讓內車道車輛先行
643,m_txt_547,choice_text,行經設有彎道、陡坡、狹橋、隧道、交岔路口標誌之路段或鐵路平交道、道路施工地段,可以超車,須先按鳴喇叭示警並獲允讓方可超車,不得超車,3,,行經彎道、陡坡、狹橋、隧道、路口、平交道及施工地段等危險處，依法不得超車
644,m_txt_548,choice_text,在設有學校、醫院標誌或其他設有禁止超車標誌、標線之處所、地段或對面有來車交會或前行車連貫 2 輛以上者，,可以超車,須先按鳴喇叭示警並獲允讓方可超車,不得超車,3,,在學校、醫院、禁止超車路段，或對面有來車、前車連貫兩輛以上時，均不得超車
645,m_txt_549,choice_text,超越同 1 車道之前車時，預先按鳴喇叭 2 單響或變換燈光 1 次，但,不得連續密集按鳴喇叭，迫使前車允讓,不得連續變換燈光，迫使前車允讓,以上皆是,3,,超車時不得連續密集按鳴喇叭或連續變換燈光，強迫前車讓道，應避免不當駕駛行為
646,m_txt_550,choice_text,聞消防車、救護車、警備車、工程救險車、毒性化學物質災害事故應變車之警號，不避讓者，除罰鍰外，並,違規記點,吊扣駕駛執照 3 個月,吊銷駕照,3,,不避讓執行任務的特種車輛，是嚴重違規行為，除罰鍰外，將會被吊銷駕照
647,m_txt_551,choice_text,行車最高指導原則，絕對是,車速越慢越好,與前車保持安全車距,緊跟前車較不易出錯,2,,行車最高指導原則是與前車保持足夠的安全車距，以便應變突發狀況，避免追撞
648,m_txt_552,choice_text,遇有特殊情況，必須行駛道路左側時，應該,加速快行,減速慢行並注意前方來車及路旁行人,多按鳴喇叭，使對面來車知道,2,,必須行駛道路左側時，應減速慢行，並特別注意前方來車及路旁行人，確保安全
649,m_txt_553,choice_text,變換車道時，應先,按鳴喇叭,變換燈光,顯示方向燈,3,,變換車道前，應依照規定先顯示方向燈，以提醒後方及周圍的車輛
650,m_txt_554,choice_text,在雙向 2 車道上「欲」超越前行車，發現對向有來車，你應該,立即減速放棄超車,馬上加速搶先超越,按鳴喇叭，促來車減速或避讓,1,,在雙向 2 車道欲超車時，若發現對向有來車，應立即減速並放棄超車，確保安全
651,m_txt_555,choice_text,在市區交通頻繁之道路,按鳴喇叭兩長聲後，可以超車,按鳴喇叭兩短聲後，可以超車,不可按鳴喇叭或超車,3,,在市區交通頻繁的道路，不應隨意按鳴喇叭或超車，以免造成危險或堵塞
652,m_txt_556,choice_text,行車中，駕駛人看到鐵路平交道標誌或標線後，應即將車速減低至時速,15 公里以下,20 公里以下,30 公里以下,1,,行經鐵路平交道標誌或標線後，應將車速減低至時速 15 公里以下，並確認安全
653,m_txt_557,choice_text,禁止停車路段，其禁止時間為每日之,上午 7 時至晚間 8 時,下午 7 時至上午 8 時,全天 24 小時如有延長或縮短之必要時，應以標誌及附牌標示之,1,,禁止停車路段的禁止時間通常為每日上午 7 時至晚間 8 時，特殊時間依標誌附牌指示
654,m_txt_558,choice_text,禁止停車路段,禁止臨時停車，但可以停車,禁止停車，但可以臨時停車,不得停車也不得臨時停車,2,,禁止停車路段表示該處無論是長時間停車或短暫臨時停車均不允許
655,m_txt_559,choice_text,禁止臨時停車路段,禁止臨時停車，但可以停車,禁止停車，但可以臨時停車,不得臨時停車也不得停車,3,,「禁止臨時停車」標誌或標線表示車輛不得臨時停放或停止，也當然不能停車
656,m_txt_560,choice_text,車道專供,行人,車輛,行人與車輛通行之道路,2,,車道專供車輛通行，行人應走人行道或路邊，以維護交通順暢與安全
657,m_txt_561,choice_text,變換車道時，應：,讓直行車先行,讓轉彎車先行,不須禮讓,1,,變換車道時，應禮讓在該車道上直行的車輛優先通行，確保行車安全
658,m_txt_562,choice_text,號誌是管制：,警告、行進,禁制、行進,注意、行進、停止等之指示訊號,3,,交通號誌是用來管制行進、停止或提醒注意等指示訊號，以維持交通秩序
659,m_txt_563,choice_text,除行駛在單行道或指定行駛於左側車道外，在未劃行車分向線或分向限制線之道路，應：,靠右行駛,靠左行駛,在道路中間行駛,1,,依規定，在未劃行車分向線或分向限制線的道路，車輛應靠右側行駛
660,m_txt_564,choice_text,在未劃有分向標線之道路，或鐵路平交道，或不良道路會車時，應該：,加速快行,減速慢行,照常行駛,2,,在未劃分向標線道路、鐵路平交道或不良路況會車時，務必減速慢行，小心通過
661,m_txt_565,choice_text,在峻狹坡道會車時，應該：,下坡車讓上坡車先行,上坡車讓下坡車先行,不須相讓,1,,峻狹坡道會車時，下坡車因制動力較佳，應禮讓上坡車先行，確保行車安全
662,m_txt_566,choice_text,在設有彎道、坡路、狹橋、隧道標誌路段或鐵路平交道處：,可以迴車,減速至 5 公里左右始可迴車,不得迴車,3,,在彎道、坡路、狹橋、隧道標誌路段及鐵路平交道處，因危險性高，禁止迴車
663,m_txt_567,choice_text,交岔路口、公共汽車招呼站多少公尺內不得臨時停車：,10 公尺,20 公尺,30 公尺,1,,交岔路口及公共汽車招呼站 10 公尺內禁止臨時停車，以保持交通順暢
664,m_txt_568,choice_text,行經設有學校、醫院標誌之路段，應該：,減速慢行，作隨時停車之準備,多按鳴喇叭，使行人注意,加速通過，以免人車擁塞,1,,行經學校、醫院標誌路段應減速慢行，並隨時準備停車，保護行人安全
665,m_txt_569,choice_text,行駛在設有彎道、坡路、狹路標誌之路段，應該：,加速通過，以免車輛擁塞,前車行駛速度太慢時，應按鳴喇叭使前車加速前進,均應減速慢行，作隨時停車之準備,3,,行駛在彎道、坡路、狹路標誌路段時，應減速慢行，並隨時準備停車
666,m_txt_570,choice_text,駛近學校、醫院等處時：,多按鳴喇叭，使學生或病人等注意,除遇有緊急或危險情況外，不得按鳴喇叭,只能按喇叭 1 短聲,2,,駛近學校、醫院時，除非緊急或危險情況，否則不得按鳴喇叭，以免影響他人
667,m_txt_571,choice_text,駕駛人有下列情形之一者，應施以道路交通安全講習：,闖越鐵路平交道,於交岔路口 10 公尺內臨時停車,變換車道時，未注意安全距離,1,,闖越鐵路平交道是嚴重交通違規，駕駛人將被施以道路交通安全講習
668,m_txt_572,choice_text,駕駛人駕車，違反道路交通安全規則，因而肇事致人死亡者：,吊扣行車執照,吊扣駕駛執照,吊銷駕駛執照,3,,駕駛人駕車違反道路交通安全規則，肇事致人死亡者，將被吊銷駕駛執照
669,m_txt_573,choice_text,"兩輛以上之機車在道路上競駛或競技者，除處罰駕駛人新臺幣 30,000~90,000 元罰鍰，及當場禁止其駕駛，並應：",吊扣其駕駛執照,吊銷其牌照,吊銷其駕駛執照,3,,機車競駛或競技除處以高額罰鍰外，並會被吊銷駕駛執照，以維護道路安全
670,m_txt_574,choice_text,遇幼童專用車、校車不依規定禮讓，或減速慢行，經當場舉發者，除記違規點數外，並處：,罰鍰,吊銷駕照,吊扣駕照,1,,未依規定禮讓幼童專用車或校車，除記違規點數外，並處罰鍰，確保學童安全
671,m_txt_575,choice_text,長時間連續使用煞車會使煞車來令片過熱，造成煞車效果,提升,減弱,無差別,2,,長時間連續使用煞車會使來令片過熱，導致煞車效果減弱，增加危險性
672,m_txt_576,choice_text,發動機車引擎時，必先,開啟頭燈,打開危險警示燈,握住煞車拉桿,3,,發動機車引擎時，必先握住煞車拉桿，以防意外加油導致車輛暴衝
673,m_txt_577,choice_text,行車安全指導原則：,車速愈慢愈安全,與前車、旁車保持安全車距,緊跟前車較不易出錯,2,,與前車及旁車保持安全距離是行車安全的重要原則，可提供足夠反應時間
674,m_txt_578,choice_text,機車行車時與旁車應保持之安全距離間隔為,0.5 公尺以上,1 公尺以上,隨時可以超車之間隔,1,,機車行車時與旁車應保持至少 0.5 公尺以上的安全間隔，以確保側向安全
675,m_txt_579,choice_text,機車行經路邊停車之汽車旁，應保持之安全間隔為,隨時可以煞停之距離,1 公尺以上(約 1 個車門),0.5 公尺以上,2,,行經路邊停車之汽車旁，應保持至少 1 公尺（約一個車門）的安全間隔，提防車門開啟
676,m_txt_580,choice_text,良好之騎乘姿勢是騎乘安全的保障之一，眼睛要,保持直視,不時注意速度表以免超速,注意四周,3,,良好的騎乘姿勢要求眼睛注意四周環境，掌握路況及潛在危險
677,m_txt_581,choice_text,良好之騎乘姿勢是騎乘安全的保障之一，腳掌要,保持自然下垂,平放踏板上,一腳保持自然下垂、一腳平放踏板上,2,,良好的騎乘姿勢是騎乘安全的保障，腳掌應平放於踏板上，以便隨時操作
678,m_txt_582,choice_text,行車速率愈高，駕駛人之反應距離：,愈長,愈短,不變,1,,行車速率愈高，駕駛人在反應時間內行駛的距離愈長，導致反應距離增加
679,m_txt_583,choice_text,最小安全跟車距離必須,大於,小於,等於停車距離,1,,最小安全跟車距離必須大於停車距離，以確保有足夠的反應與煞停空間
680,m_txt_584,choice_text,適當的跟車距離可以預防肇事，因為,有摩擦力,有牽引力,有足夠反應時間與空間,3,,適當跟車距離能提供駕駛人充足反應時間與空間，有效預防追撞事故
681,m_txt_585,choice_text,行經無號誌管制之交岔路口，比較安全的做法：,先看右、後看左、再看右,先看左、後看右、再看左,先看哪邊無差別,2,,行經無號誌路口應「先看左、後看右、再看左」，確保安全再通行，避免死角
682,m_txt_586,choice_text,緊急煞車時易致車輪鎖死，煞車距離會,變長,變短,不變,1,,緊急煞車導致車輪鎖死時，會失去轉向控制且煞車距離變長，增加危險
683,m_txt_587,choice_text,下列何者不是機車正確的煞車方法？,同時使用前後輪煞車,將油門保持在加油狀況,依煞車特性逐漸加強煞車力至最大,2,,正確煞車方法應放開油門，同時使用前後輪煞車並逐漸加強力道，而非保持加油
684,m_txt_588,choice_text,下列何種行為不利於行車安全？,夜間市區行車使用近光燈,彎道行車加速以保持車身平衡,低速行駛時以控制油門取得平衡,2,,彎道行車應減速慢行，加速容易導致失控，不利於行車安全
685,m_txt_589,choice_text,機車超車十分危險，下列何者為錯誤行為？,應確定該行駛路段允許超車,輕按喇叭警示前車、顯示左方向燈警示後方來車,以適當速度，由前方機車右側超越,3,,超車應從左側超越，且需確保安全距離與視線，不可從前方機車右側超越
686,m_txt_590,choice_text,下列何者非騎乘機車正確行為？,行經圓環應讓環外車輛優先通行,加油站出口大多無號誌管制，駕駛人應減速慢行並注意車輛動向,行駛於巷道應放慢速度，並利用反射鏡查看有無來車,1,,行經圓環應禮讓環內車輛優先通行，確保圓環內部交通流暢
687,m_txt_591,choice_text,騎乘機車如遇強風從左側吹來，應,加速行駛通過,向左側傾斜車身,雙手握穩機車把手,3,,騎乘機車遇強風應雙手握穩把手，保持車身穩定並減速慢行，避免重心不穩
688,m_txt_592,choice_text,騎乘機車如遇蚊蟲飛進眼睛，最適切之第一反應動作為,在原車道立刻煞車處理,減速安全停靠路邊處理,開亮頭燈,2,,眼睛有異物應立即減速並安全停靠路邊處理，切勿在行駛中操作，以免發生危險
689,m_txt_593,choice_text,騎乘機車遇前方有人孔蓋時，應,騎至對向車道,通過時握穩把手,加速通過,2,,騎乘機車遇人孔蓋時應握穩把手，減速並避免急轉彎或急煞，以防打滑或失控
690,m_txt_594,choice_text,騎乘機車經過崎嶇路段時，應,握穩把手避免車輛偏移,減速慢行，隨時準備停車,以上皆是,3,,騎乘機車經過崎嶇路段時，應握穩把手、減速慢行，並隨時準備停車，確保安全
691,m_txt_595,choice_text,騎乘機車經過施工路段，見地面鋪有鐵板時，應,減速通過,加速通過,臨時閃避,1,,騎乘機車經過施工路段，見地面鋪有鐵板時，應減速慢行通過，避免打滑
692,m_txt_596,choice_text,騎乘機車時，看見前方有脫落之輪胎皮，何者為錯誤之處置？,快速通過,緊握機車把手,減速慢行,1,,騎乘機車看見前方有脫落輪胎皮等障礙物，應減速慢行，勿快速通過造成危險
693,m_txt_597,choice_text,機車行駛一般道路時，除擬超越同一車道前車外，後車與前車之間應保持多少距離？,隨時可以煞停,1 個車身,2 個車身,1,,機車行駛一般道路時，後車與前車之間應保持隨時可以煞停的距離
694,m_txt_598,choice_text,騎乘機車行經路邊攤販、招牌、大型障礙物或停放之汽車時，應,減速慢行,保持適當距離,以上皆是,3,,騎乘機車行經路邊攤販、招牌、障礙物或停放車輛時，應減速慢行並保持適當距離
695,m_txt_599,choice_text,騎乘機車至山區道路發現山壁已有落石,停止前進或改道,機車體積小、機動性高，可以閃避前進,戴全罩式安全帽者可繼續前進,1,,騎乘機車至山區道路發現山壁已有落石時，應立即停止前進或改道，確保自身安全
696,m_txt_600,choice_text,駕駛人在高速行駛狀況下，生理上對於緊急事件之處理,反應較平常遲鈍，應變能力減退,和平常狀況相同,較平常狀況，應變能力加強,1,,駕駛人在高速行駛狀況下，視覺範圍縮小，判斷力及反應能力會減退
697,m_txt_601,choice_text,在深夜郊區道路上空曠無車，騎乘機車,可以超速行車,仍應按照速限行駛,在安全限度內稍微超速行駛，但不宜太快,2,,即使深夜郊區道路空曠無車，仍應按照速限行駛，確保行車安全
698,m_txt_602,choice_text,排檔機車行進時，拉離合器拉桿：,車輛會慣性滑行,車輪空滑,以上皆是,3,,排檔機車行進時拉離合器拉桿，車輛會慣性滑行且車輪空轉，無法提供動力
750,m_txt_603,choice_text,機車行駛彎路時，關於安全駕駛之操作方式，下列敘述何者正確？,應於進入彎道前充分減速，並於彎道中保持穩定速度通過,彎道中若發現車速過快，應壓低車身即可，不必減速,通過彎道期間時應持續輕含煞車，以便隨時控制車速應變突發狀況,1,,機車過彎應「彎前減速，彎中定速」，保持車身穩定與安全
751,m_txt_604,choice_text,機車行駛時應保持隨時可以煞停之安全距離，其距離判斷，下列何者正確？,與前車保持適當的距離，以能隨時煞停為準,與前車保持一個輪胎之距離,與前車保持一個車身長度,1,,安全距離應以「能隨時煞停」為準，確保緊急應變時間
752,m_txt_605,choice_text,在同向三車道的道路上，如無標誌或標線規定者，大型重型機車以外的機車如何行駛？,應行駛於最外側二車道,應行駛於最內側快車道,可以隨意行駛任一車道,1,,普通機車於同向三車道，無規定時應行駛最外側二車道
753,m_txt_606,choice_text,在雙向二車道道路，對面有來車交會時，應採何種方式超車？,應加速超車,不得超車,依據來車車種決定是否超車,2,,雙向二車道對向有來車時，「不得超車」，避免對撞危險
754,m_txt_607,choice_text,於設有行車分向線之雙向二車道超車時，滯留對向車道時間與肇事危險機率是否有關？,無關,滯留時間越久，肇事危險的機率越大,滯留時間越久，肇事危險的機率越小,2,,超車時，滯留對向車道時間越長，肇事危險機率越大
755,m_txt_608,choice_text,在平坦筆直路段，雖劃有雙實黃線，但遇對向車道無來車時，可否超車？,仍不可跨越或駛入對向車道超車,只要注意安全，仍可暫時駛入對向車道超車,可超車，但必須加速通過,1,,雙黃實線禁止跨越或駛入對向車道超車，不論對向有無來車
756,m_txt_609,choice_text,後車跟隨前車行駛時，應如何保持最小安全跟車距離？,應大於停車距離,應小於停車距離,不一定，但是與停車距離無關,1,,安全跟車距離應「大於停車距離」，預留反應及煞車時間
757,m_txt_610,choice_text,關於機車行駛時防止追撞前車之措施，下列敘述何者正確？,保持適當安全跟車距離與車速是防止追撞前車最有效的措施,隨時注意前車煞車燈號變化，較保持安全距離更能有效防止追撞,機車煞車性能良好者，得縮短跟車距離以提升道路通行效率,1,,保持適當安全距離與車速，是防止追撞前車最有效措施
758,m_txt_611,choice_text,機車駕駛人行進間應隨時注意後照鏡（例如每隔 5 秒），且不得長時間（例如超過 2 秒）盯住前方或單一目標此敘述：,正確,錯誤,只需看左後鏡即可,1,,駕駛應隨時注意後照鏡並掃視環境，避免長時間盯住單一目標
759,m_txt_612,choice_text,機車行駛於劃有分向限制線（雙黃實線）之路段，關於跨越該標線之規定，下列敘述何者正確？,分向限制線禁止車輛跨越，不得駛入對向車道,確認對向車道無來車且安全無虞時，得暫時跨越進行超車,前方同向車輛行駛緩慢或暫停時，得跨越至對向車道繞行通過,1,,分向限制線（雙黃實線）禁止車輛跨越，不得駛入對向車道
760,m_txt_613,choice_text,機車在行駛中遇有障礙物時，應與障礙物保持最少的橫向安全距離間隔？,30 公分,40 公分,50 公分,3,,機車行駛遇障礙物時，應保持至少 50 公分橫向安全距離
761,m_txt_614,choice_text,機車行駛於劃設行車分向線之雙向道路，關於行駛位置之敘述，下列何者正確？,為便利後方汽車超越，機車應盡量靠車道右側路緣行駛,機車應保持於所行駛車道之中央位置行駛,機車車身較窄，可於同一車道內左右變換位置以保持靈活,2,,機車應行駛於車道中央，以提高能見度並保持安全空間
762,m_txt_615,choice_text,機車行駛於已劃分快慢車道之道路，應在,只能在慢車道行駛,最外側快車道及慢車道行駛,所有快車道及慢車道都可以行駛,2,,機車於快慢車道劃分道路，應行駛最外側快車道及慢車道
763,m_txt_616,choice_text,未設立標誌或標線規定機車行駛車道時，普通重型機車不得行駛於以下哪一個車道？,最外側車道（由外側算起）,第二車道（由外側算起）,最內側車道,3,,無規定時，普通重型機車不得行駛於最內側車道
764,m_txt_617,choice_text,行駛於未劃設分向限制線或行車分向線之道路，與對向來車交會時，下列何種駕駛行為正確？,道路寬度足夠兩車通行時，得維持原速通過以保持車流順暢,無論道路寬度或路況條件，均應減速慢行,若對向來車已減速禮讓，本車得維持原速優先通過,2,,與對向來車交會時，不論路寬或路況，均應減速慢行
765,m_txt_618,choice_text,跟隨前車行駛時，前後兩車之距離應如何保持？,應保持固定一個車身距離,應保持隨時可煞停之安全距離,緊跟前車以免被其他車輛超越,2,,跟隨前車應保持「隨時可煞停之安全距離」，預留反應時間
766,m_txt_619,choice_text,欲超越前車時，下列駕駛行為何者正確？,應由右方加速超車,應由左方超車,左右方皆可超車,2,,超越前車應從「左方」超車，這是交通安全的基本規定
767,m_txt_620,choice_text,車輛與對向車輛交會時，相互之間應離多少距離較為安全？,30 公分以上,50 公分以上,緊貼邊緣即可,2,,車輛與對向車輛交會時，應保持 50 公分以上安全距離
768,m_txt_621,choice_text,機車行駛時，與左右相鄰車輛之間應保持多少公分以上間隔？,20 公分,30 公分,50 公分,3,,機車與左右相鄰車輛，應保持 50 公分以上安全間隔
769,m_txt_622,choice_text,關於分向限制線（雙黃實線）之交通規範，下列敘述何者錯誤？,車輛不得跨越雙黃實線超車,車輛不得於雙黃實線路段迴轉,對向車道淨空無來車時，得暫時跨越雙黃實線行駛,3,,分向限制線（雙黃實線）禁止車輛跨越，不可因無來車而通行
770,m_txt_623,choice_text,機車行駛於劃設雙黃實線之雙向二車道公路，關於超車之規定，下列敘述何者正確？,前車速度明顯低於速限且妨礙交通時，得跨越雙黃實線超車,確認對向車道淨空且能於安全距離內完成時，得暫時跨越雙黃實線超車,雙黃實線路段禁止超車，不得跨越或駛入對向車道超車,3,,考點為「雙黃實線」的意義雙黃實線代表分向限制線，嚴禁跨越或駛入對向車道超車，無論前方車速多慢
